id,arquivo_origem,trecho_ou_template,tipo_risco,severidade,problema,resposta_corrigida_sugerida,disclaimer_recomendado,status
JIM-COMP-0527,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\CrisisPanel.tsx,"line_block_5: const core22Val = CORE22 ? (CORE22.crisisReturns as unknown as Record<string, number | undefined>)[crisis.key] : undefined; const spyVal = crisis.spyReturn; const allVals = [spyVal, core22Val ?? spyVal]; if (clientVal !== undefined) allVals.push(clientVal); const maxAbs = Math.max(...allVals.map(Math.abs), 5); const clientExcess = clientVal !== undefined ? clientVal - spyVal : undefined; const outperformed = clientExcess !== undefined && clientExcess > 0; return ( <div key={crisis.key}> {/* Crisis header */} <div style={{ display: ""flex"", alignItems: ""baseline"", gap: ""12px"", marginBottom: ""16px"" }}> <span style={{ fontFamily: ""'DM Mono', mono",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0528,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\CrisisPanel.tsx,"line_block_9: 1} /> <span style={{ fontFamily: ""'DM Mono', monospace"", fontSize: ""11px"", fontWeight: 700, width: ""56px"", flexShrink: 0, color: ""#C9A96E"" }}> {fmt(core22Val)} </span> {CORE22?.crisisReturns.isEstimated && crisis.key !== ""rateBear2022"" && ( <span style={{ fontFamily: ""'DM Mono', monospace"", fontSize: ""9px"", color: ""#3A4F62"", width: ""64px"", flexShrink: 0 }}>est.</span> )} </div> )} </div> </div> ); })} </div> {/* Composite summary */} {compositeExcess !== undefined && ( <div style={{ marginTop: ""40px"", paddingTop: ""32px"", borderTop: ""1px solid rgba(235,241,247,0.08)"" }} > <div style={{ display: ""flex"", alignItems: ""center"", justifyContent: ""sp",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0529,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\DTLPanel.tsx,"line_block_3: Corporation"", sector: ""Consumer"", score: 12, classification: ""AVOID"" }, { ticker: ""MPW"", name: ""Medical Properties Trust"", sector: ""Real Estate"", score: 21, classification: ""AVOID"" }, { ticker: ""PARA"", name: ""Paramount Global"", sector: ""Communication"", score: 27, classification: ""CAUTION"" }, ]; const C = { page: ""#090E14"", panel: ""#0F1820"", gold: ""#B8972A"", text: ""#C8D8E8"", textDim: ""#6A8AA8"", heading: ""#EBF1F7"", border: ""rgba(235,241,247,0.06)"", borderSubtle: ""rgba(235,241,247,0.04)"", green: ""#3DBE78"", amber: ""#F0A830"", red: ""#E87060"", } as const; const MONO: React.CSSProperties = { fontFamily: ""'DM Mono', monospace"" }; const SYNE: React.CSS",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0530,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\DTLPanel.tsx,"line_block_4: ONO, fontSize: ""12px"", letterSpacing: ""0.22em"", textTransform: ""uppercase"", color: C.gold, paddingBottom: ""8px"", borderBottom: `1px solid ${C.border}`, marginBottom: ""18px"", }} > {children} </div> ); } function MomentumBar({ item, index }: { item: DTLItem; index: number }) { const ref = useRef<HTMLDivElement>(null); const isInView = useInView(ref, { once: true, amount: 0.3 }); const barColor = classColor(item.classification); return ( <div ref={ref} style={{ display: ""grid"", gridTemplateColumns: ""72px 1fr 120px 60px 80px"", gap: ""12px"", alignItems: ""center"", padding: ""10px 0"", borderBottom: `1px solid ${C.borderSubtle}`, }} > {/* Ticker */} <s",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0531,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\DTLPanel.tsx,"line_block_6: nction DTLTable({ items, offset = 0 }: { items: DTLItem[]; offset?: number }) { return ( <div className=""intel-scroll-x""> <div style={{ minWidth: ""480px"" }}> {/* Table header */} <div style={{ display: ""grid"", gridTemplateColumns: ""72px 1fr 120px 60px 80px"", gap: ""12px"", paddingBottom: ""8px"", borderBottom: `1px solid ${C.border}`, marginBottom: ""4px"", }} > {[""TICKER"", ""NAME / SECTOR"", ""MOMENTUM"", ""SCORE"", ""CLASS""].map((h) => ( <span key={h} style={{ ...MONO, fontSize: ""11px"", letterSpacing: ""0.14em"", textTransform: ""uppercase"", color: C.gold, opacity: 0.65, textAlign: h === ""SCORE"" ? ""right"" : ""left"", }} > {h} </span> ))} </div> {items.map((i",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0532,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\DTLPanel.tsx,"line_block_9: </p> </div> </> ); if (embedded) return content; return ( <div style={{ minHeight: ""100dvh"", background: C.page }}> <IntelligenceNav userName={userName} /> <div className=""intel-page-pad"" style={{ paddingTop: ""72px"", paddingBottom: ""72px"", paddingLeft: ""24px"", paddingRight: ""24px"", maxWidth: ""900px"", margin: ""0 auto"", }} > {content} </div> </div> ); }",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0533,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\EditProfileModal.tsx,"line_block_2: s = { fontFamily: ""'Syne', sans-serif"" }; const SANS: React.CSSProperties = { fontFamily: ""'DM Sans', sans-serif"" }; function formatBytes(n: number): string { if (n < 1024) return `${n} B`; if (n < 1024 * 1024) return `${(n / 1024).toFixed(1)} KB`; return `${(n / (1024 * 1024)).toFixed(2)} MB`; } function formatDate(iso: string): string { const d = new Date(iso); if (isNaN(d.getTime())) return ""—""; return d.toLocaleDateString(""en-GB"", { day: ""2-digit"", month: ""short"", year: ""numeric"" }); } export function EditProfileModal({ open, onClose, clientId, initialName, initialNotes, initialAum, }: EditProfileModalProps) { const router = useRouter(); ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0534,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\EditProfileModal.tsx,"line_block_3: State(false); const [documents, setDocuments] = useState<DocumentRow[]>([]); const [docError, setDocError] = useState(""""); const [pending, startTransition] = useTransition(); const fileRef = useRef<HTMLInputElement>(null); useEffect(() => { if (!open) return; setName(initialName); setNotes(initialNotes ?? """"); setAum(initialAum != null ? String(initialAum) : """"); setError(""""); setSaved(false); setDocError(""""); startTransition(async () => { const result = await listClientDocuments(clientId); if (result.error) setDocError(result.error); else setDocuments(result.documents ?? []); }); }, [open, clientId, initialName, initialNotes, initialAum]); f",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0535,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\EditProfileModal.tsx,"line_block_4: ofile(clientId, fd); if (result.error) setError(result.error); else { setSaved(true); router.refresh(); } }); } function handleFileChange(e: React.ChangeEvent<HTMLInputElement>) { const file = e.target.files?.[0]; if (!file) return; setDocError(""""); const fd = new FormData(); fd.set(""file"", file); startTransition(async () => { const result = await uploadClientDocument(clientId, fd); if (result.error) { setDocError(result.error); } else { const refresh = await listClientDocuments(clientId); if (refresh.documents) setDocuments(refresh.documents); } if (fileRef.current) fileRef.current.value = """"; }); } function handleDelete(docId: string) { sta",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0536,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_2: textDim: ""#6A8AA8"", textDeep: ""#3A4F62"", heading: ""#EBF1F7"", border: ""rgba(235,241,247,0.06)"", borderSubtle: ""rgba(235,241,247,0.04)"", green: ""#5ABF8F"", amber: ""#D4AF45"", red: ""#D84A4A"", } as const; const MONO: React.CSSProperties = { fontFamily: ""'DM Mono', monospace"" }; const SYNE: React.CSSProperties = { fontFamily: ""'Syne', sans-serif"" }; type RiskTier = ""CONSERVATIVE"" | ""MODERATE"" | ""BALANCED"" | ""AGGRESSIVE"" | ""ULTRA""; function riskTier(rn: number): RiskTier { if (rn <= 25) return ""CONSERVATIVE""; if (rn <= 40) return ""MODERATE""; if (rn <= 60) return ""BALANCED""; if (rn <= 80) return ""AGGRESSIVE""; return ""ULTRA""; } function tierColorFor(ti",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0537,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_3: ment: number): string { if (alignment >= 0.8) return C.green; if (alignment >= 0.5) return C.amber; return C.red; } function formatAum(m: number): string { if (!isFinite(m) || m <= 0) return ""$0M""; if (m >= 1000) return `$${(m / 1000).toFixed(1)}B`; return `$${m.toFixed(0)}M`; } function formatDelta(d: number): string { const sign = d > 0 ? ""+"" : """"; return `${sign}${d}`; } function suggestionFor(client: FamilyOfficeClient, foRN: number): string { if (client.riskNumber == null || client.deltaFromFO == null) return ""No analysis yet""; const delta = client.deltaFromFO; const clientTier = riskTier(client.riskNumber); const foTier = riskTier(foRN)",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0538,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_4: ientTier === ""MODERATE"") { return ""Over-defensive vs FO target""; } return `Consider adding growth exposure`; } if (delta > 10) return ""Slightly above FO target""; if (delta < -10) return ""Slightly below FO target""; return ""Aligned with FO target""; } const COL_WIDTHS = { name: ""1fr"", rn: ""64px"", delta: ""72px"", align: ""96px"", bar: ""180px"", tier: ""120px"", }; const GRID = `${COL_WIDTHS.name} ${COL_WIDTHS.rn} ${COL_WIDTHS.delta} ${COL_WIDTHS.align} ${COL_WIDTHS.bar} ${COL_WIDTHS.tier}`; function RiskAxisBar({ clientRN, foRN, color, }: { clientRN: number; foRN: number; color: string; }) { const clientPct = Math.max(0, Math.min(100, (clientRN / 99) *",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0539,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_5: style={{ position: ""absolute"", left: `${foPct}%`, top: 0, bottom: 0, width: ""1px"", background: C.gold, transform: ""translateX(-0.5px)"", }} /> <div style={{ position: ""absolute"", left: `${foPct}%`, top: ""-2px"", width: ""5px"", height: ""5px"", background: C.gold, transform: ""translateX(-2px)"", }} /> {/* Client marker */} <div style={{ position: ""absolute"", left: `${clientPct}%`, top: ""2px"", bottom: ""2px"", width: ""4px"", background: color, transform: ""translateX(-2px)"", }} /> </div> ); } function AlignmentDistribution({ clients }: { clients: FamilyOfficeClient[] }) { const analyzed = clients.filter((c) => c.deltaFromFO != null); const total = analyz",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0540,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_6: t within30 = analyzed.filter((c) => { const d = Math.abs(c.deltaFromFO ?? 99); return d > 20 && d <= 30; }).length; const over30 = analyzed.filter((c) => Math.abs(c.deltaFromFO ?? 99) > 30).length; const buckets: Array<{ label: string; count: number; color: string }> = [ { label: ""±10"", count: within10, color: C.green }, { label: ""±20"", count: within20, color: ""#8DC6D4"" }, { label: ""±30"", count: within30, color: C.amber }, { label: "">30"", count: over30, color: C.red }, ]; return ( <div> <div style={{ display: ""flex"", height: ""10px"", background: C.panel, overflow: ""hidden"" }}> {buckets.map((b) => { const pct = (b.count / total) * 100; if (pct ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0541,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_7: ex"", gap: ""16px"", marginTop: ""8px"" }}> {buckets.map((b) => ( <div key={b.label} style={{ display: ""flex"", alignItems: ""center"", gap: ""6px"" }}> <div style={{ width: ""7px"", height: ""7px"", background: b.color, flexShrink: 0 }} /> <span style={{ ...MONO, fontSize: ""9px"", letterSpacing: ""0.14em"", color: C.textDim, textTransform: ""uppercase"", }} > {b.label} {b.count} </span> </div> ))} </div> </div> ); } function QuestionnaireBanner({ status }: { status: FOQuestionnaireStatus }) { if (!status.hasAnswered) { return ( <motion.div initial={{ opacity: 0, y: 8 }} animate={{ opacity: 1, y: 0 }} transition={{ duration: 0.5, ease: EASE_SUBTLE }} style={{ b",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0542,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_9: </div> </div> <a href=""/intelligence/family-office/questionnaire"" style={{ ...MONO, fontSize: ""10px"", letterSpacing: ""0.18em"", color: C.page, background: C.gold, padding: ""10px 20px"", textDecoration: ""none"", textTransform: ""uppercase"", fontWeight: 700, whiteSpace: ""nowrap"", flexShrink: 0, }} > COMPLETE NOW </a> </motion.div> ); } const dateStr = status.latestDate ? new Date(status.latestDate).toLocaleDateString(""en-US"", { year: ""numeric"", month: ""short"", day: ""numeric"", }) : """"; return ( <div style={{ ...MONO, fontSize: ""10px"", letterSpacing: ""0.14em"", color: C.textDim, textTransform: ""uppercase"", marginBottom: ""24px"", padding: ""12px 16px"", b",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0543,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_10: rs({ members, }: { members: FOMember[]; }) { const [showForm, setShowForm] = useState(false); const [name, setName] = useState(""""); const [email, setEmail] = useState(""""); const [role, setRole] = useState<""viewer"" | ""admin"">(""viewer""); const [error, setError] = useState<string | null>(null); const [pending, startTransition] = useTransition(); const router = useRouter(); function handleAdd() { setError(null); startTransition(async () => { const result = await addFOMember(name.trim(), email.trim(), role); if (result.error) { setError(result.error); return; } setName(""""); setEmail(""""); setRole(""viewer""); setShowForm(false); router.refresh(); });",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0544,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_16: null) .sort((a, b) => Math.abs(b.deltaFromFO ?? 0) - Math.abs(a.deltaFromFO ?? 0)) .slice(0, 3); return ( <div style={{ minHeight: ""100dvh"", background: C.page }}> <IntelligenceNav userName={userName} /> <div className=""intel-page-pad"" style={{ maxWidth: ""1100px"", margin: ""0 auto"", padding: ""80px 24px 64px"" }}> {/* Header */} <motion.div initial={{ opacity: 0, y: 10 }} animate={{ opacity: 1, y: 0 }} transition={{ duration: 0.5, ease: EASE_SUBTLE }} style={{ marginBottom: ""24px"" }} > <div style={{ ...MONO, fontSize: ""11px"", letterSpacing: ""0.22em"", color: C.textDim, textTransform: ""uppercase"", }} > FAMILY OFFICE </div> <div style={{ ...SYNE, f",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0545,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_20: idTemplateColumns: GRID, gap: ""0 16px"", padding: ""10px 12px"", borderBottom: `1px solid ${C.border}`, }} > {[""CLIENT"", ""RN"", ""Δ FO"", ""ALIGN"", ""0 — 99"", ""TIER""].map((col, i) => ( <span key={i} style={{ ...MONO, fontSize: ""9px"", letterSpacing: ""0.2em"", color: C.textDeep, textTransform: ""uppercase"", }} > {col} </span> ))} </div> {safeClients.map((client, i) => { const hasData = client.riskNumber != null && client.alignment != null; const alignPct = hasData ? Math.round((client.alignment ?? 0) * 100) : 0; const color = hasData ? alignmentColor(client.alignment ?? 0) : C.textDeep; const tier = hasData ? riskTier(client.riskNumber ?? 0) : null; retu",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0546,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\harpian-front\src\components\intelligence\FamilyOfficeDashboard.tsx,"line_block_23: ansition={{ duration: 0.5, delay: 0.3 }} > <div style={{ ...MONO, fontSize: ""9px"", letterSpacing: ""0.2em"", textTransform: ""uppercase"", color: C.gold, paddingBottom: ""8px"", borderBottom: `1px solid ${C.border}`, marginBottom: ""16px"", }} > MOST MISALIGNED </div> <div style={{ display: ""flex"", flexDirection: ""column"", gap: ""8px"" }}> {outliers.map((client) => { const color = alignmentColor(client.alignment ?? 0); return ( <div key={client.id} style={{ display: ""flex"", alignItems: ""center"", justifyContent: ""space-between"", padding: ""12px 16px"", background: C.panel, border: `1px solid ${C.border}`, borderLeft: `2px solid ${color}`, }} > <div> <div ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
