global_id,source_file,local_id,question,answer_excerpt,theme_cluster,primary_books,secondary_books,how_to_enrich,compliance_guardrail
JIM-LIT-0221,Harpian_JIM_N.docx,N1,N1.1. Em que cenário essa estratégia falha?,"A estratégia falha — e é fundamental que o JIM articule isso com precisão — nos seguintes cenários estruturais: (i) Colapso permanente do prêmio de momentum: se o fator de momentum deixar de existir por crowding (excesso de capital seguindo os mesmos sinais), o AlphaDroid geraria rotações em ativos que já atingiram pico de valorização antes da entrada. Esse risco é real: o prêmio de momentum se deteriora em períodos de forte adoção por estratégias quantitativas (ex.: eventos de 'momentum crash' ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0222,Harpian_JIM_N.docx,N1,N1.2. Quando o StormGuard erra?,"O StormGuard comete dois tipos de erro, com frequências e custos distintos: Falso positivo (sai e o mercado continua subindo): o sistema ativa proteção defensiva e o mercado retoma alta. Custo: perda de parte do rally pós-sinal. Mais frequente em mercados de alta volatilidade lateral onde os componentes do SGA oscilam em torno do threshold. Historicamente, esse é o erro mais comum mas também o menos custoso — o mercado tipicamente gera outro ponto de entrada e a perda de oportunidade é limitada ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0223,Harpian_JIM_N.docx,N1,N1.3. Quando o AlphaDroid underperforma?,"O AlphaDroid — como qualquer sistema de momentum — underperforma em condições específicas que são o oposto exato das que o tornam eficaz: (i) Mercados de reversão ('mean reversion regime'): quando ativos que subiram mais tendem a cair e vice-versa, o momentum funciona ao contrário. Evidência: Jegadeesh & Titman (1993) documentam reversão de curto prazo em 1 mês e reversão de longo prazo em 3–5 anos. O período de 3–12 meses é o sweet spot do momentum — fora dessa janela, o sinal se inverte; (ii) ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0224,Harpian_JIM_N.docx,N1,N1.4. Quando momentum deixa de funcionar?,"O prêmio de momentum pode deteriorar ou desaparecer em condições bem documentadas: (i) Crowding extremo: quando capital excessivo segue os mesmos sinais de momentum, o sinal se autodisrupe — os ativos líderes são comprados antes que o sinal seja gerado, eliminando o prêmio de entrada. AQR Capital Management, um dos maiores gestores de momentum do mundo, documentou esse fenômeno em comunicados internos após 2018. Quando múltiplos sistemas usando DEMA e momentum de 12 meses compram os mesmos ativo",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0225,Harpian_JIM_N.docx,N1,N1.5. Qual o pior cenário possível?,"O pior cenário possível para a estratégia Harpian combina múltiplos fatores adversos simultâneos — um 'scenario stack' de baixa probabilidade mas consequências significativas: Cenário composto de pior caso: (i) Crash abrupto de 30%+ em 10 dias úteis: SGA não ativou proteção por ausência de deterioração prévia de volume e breadth. O portfólio HPC22 absorve integralmente a queda antes da liquidação; (ii) Simultâneo com evento de liquidez de mercado: os ETFs subjacentes (SPY, QQQ) têm spreads tempo",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0226,Harpian_JIM_N.docx,N1,N1.6. Existe cenário de underperformance longa?,"Sim, e é importante ser honesto sobre isso: O período de underperformance mais provável é um bull market prolongado de alta amplitude — onde o S&P 500 sobe de forma contínua por 3–5 anos com mínimas correções e os falsos positivos do SGA se acumulam. Exemplo histórico: 2013–2021 foi um dos períodos mais favoráveis ao buy-and-hold passivo na história. O S&P 500 subiu de forma quase ininterrupta com apenas correções de 10–15%. Sistemas com mecanismo defensivo como o Harpian podem ter ativado prote",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B04: Thinking in Bets,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0227,Harpian_JIM_N.docx,N1,N1.7. Qual risco não está modelado?,"Os riscos não modelados — ou que o modelo captura de forma inadequada — são: (i) Black Swan verdadeiro: evento de probabilidade zero no modelo histórico (pandemias, guerras, colapsos de sistema financeiro) que produz dinâmica de mercado sem precedente histórico. O modelo é calibrado em histórico — por definição, não captura o que nunca aconteceu; (ii) Risco regulatório do produto: a estrutura ETP pode ser afetada por mudanças regulatórias na Irlanda, Áustria, ou pelo país do investidor (ex.: Bra",adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0228,Harpian_JIM_N.docx,N1,N1.8. Qual hipótese crítica pode estar errada?,"O sistema repousa sobre um conjunto de hipóteses que, se falsas, invalidam partes da lógica. As mais críticas: (i) 'O momentum tem base estatística estável' — Hipótese central da TPT. Se o prêmio de momentum for não-estacionário (presente em alguns regimes, ausente em outros) de forma não-detectável ex-ante, o FWPT pode validar parâmetros que funcionam no passado mas falham no futuro por mudança de regime de fator; (ii) 'O Expoente de Hurst > 0,5 em janelas de médio prazo indica tendência persis",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0229,Harpian_JIM_N.docx,N2,N2.1. Por que não usar só S&P?,"O argumento para usar apenas S&P 500 (via SPY ou IVV) é o mais forte da literatura financeira mainstream: (i) Custo de 0,03% a.a. vs. 1–2% de estratégias ativas; (ii) CAGR histórico de 10,5% a.a. em 100 anos; (iii) Evidência de Sharpe (1966), Fama & French (1992) e inúmeros estudos subsequentes de que a maioria dos gestores ativos não supera o índice após custos. O argumento é genuinamente forte para determinados perfis. O caso contra aplicado ao contexto de Family Offices: (i) Drawdown psicológ",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B04: Thinking in Bets,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0230,Harpian_JIM_N.docx,N2,N2.2. Por que não usar bonds?,"O argumento para bonds: renda previsível, menor volatilidade, correlação histórica negativa com ações (hedge natural), e função regulatória em portfólios institucionais (muitos mandatos exigem % em renda fixa como diversificação obrigatória). O caso contra para o contexto Harpian/Family Office: (i) A grande crise de bonds de 2022: a ascensão de inflação e alta de juros de 2022 produziu o pior ano da história para bonds americanos — AGG (Bloomberg Aggregate Bond) perdeu -13%, bonds de 20+ anos (T",macro_geopolitics,B08: Principles for Dealing with the Changing World Order | B13: The Only Game in Town | B09: The End of the World Is Just the Beginning,B12: World Order,"Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Peter Zeihan, em The End of the World Is Just the Beginning, reforça demografia e cadeias globais afetam crescimento.","Usar macro como contexto, não como previsão determinística; evitar timing de mercado baseado em narrativa."
JIM-LIT-0231,Harpian_JIM_N.docx,N2,N2.3. Por que não usar hedge fund?,"O argumento para hedge funds: acesso a estratégias não correlacionadas, gestores de elite com performance comprovada, capacidade de short selling e uso de derivativos para proteção. O caso contra para o perfil de cliente Harpian: (i) Performance agregada decepcionante: o índice HFRI Fund Weighted Composite retornou em média 5,7% a.a. entre 2000–2023 — inferior ao S&P 500 no mesmo período após taxas. A narrativa de alpha de hedge funds é verdadeira para os top 10% e falsa para a média da indústri",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B03: The Man Who Solved the Market,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0232,Harpian_JIM_N.docx,N2,N2.4. Por que não usar private equity?,"O argumento para private equity: prêmio de iliquidez histórico de 3–5% a.a. acima do mercado público, acesso a empresas em fase de crescimento pré-IPO, possibilidade de value creation via gestão ativa. O caso contra para o contexto do produto Harpian: (i) Iliquidez estrutural: comprometimento de capital por 7–12 anos com zero liquidez intermediária. Incompatível com necessidades de liquidez de Family Offices com múltiplos beneficiários e obrigações correntes; (ii) J-curve: os primeiros 3–4 anos ",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0233,Harpian_JIM_N.docx,N2,N2.5. Por que não usar CDI?,"O CDI (Certificado de Depósito Interbancário) é a taxa de referência de renda fixa brasileira — um dos investimentos mais populares no Brasil por sua combinação de liquidez, segurança e retorno nominal historicamente elevado. O caso para CDI é genuíno em determinados contextos: (i) Quando a taxa SELIC está em 10–14% a.a. e a inflação em 4–6%, o retorno real de CDI (4–10% a.a. real) é competitivo com ativos de risco de mercados desenvolvidos em termos de retorno ajustado ao risco; (ii) Liquidez D",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B13: The Only Game in Town,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0234,Harpian_JIM_N.docx,N2,N2.6. Por que não usar offshore tradicional?,"'Offshore tradicional' no contexto brasileiro geralmente refere-se a contas em bancos suíços, de Liechtenstein, luxemburgueses ou nas Ilhas Cayman, com gestão discricionária por private banker ou gestão em fundos de arquitetura aberta. O argumento para: acesso a gestores globais de elite, diversificação de jurisdição, privacidade (em declínio com CRS/FATCA), acesso a produtos não disponíveis no Brasil. O caso comparativo para Harpian vs. offshore tradicional: (i) Custo do private banker: Private",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B05: The Mathematical Theory of Communication,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0235,Harpian_JIM_N.docx,N3,N3.1. E se o cliente quiser ficar conservador?,"Se o cliente quer ficar conservador, ele pode estar completamente certo — ou pode estar cometendo o erro mais custoso de longo prazo, dependendo do contexto. Quando o cliente está certo em ser conservador: (i) Horizonte < 3 anos: com capital que precisará ser acessado em curto prazo, conservadorismo é matematicamente correto. O custo de um drawdown de 15% com horizonte de recuperação de 18 meses excede o benefício de maior retorno esperado; (ii) Alta necessidade de liquidez corrente: FO que dist",risk_number_suitability,B10: The Most Important Thing | B04: Thinking in Bets | B07: The Misbehavior of Markets,B11: Antifragile | B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas.",Não tratar Risk Number como recomendação; é linguagem de alinhamento de risco e deve exigir revisão humana/suitability.
JIM-LIT-0236,Harpian_JIM_N.docx,N3,N3.2. E se ele não quiser risco?,"'Não querer risco' é uma preferência legítima que merece resposta honesta — não tentativa de persuasão para aumentar exposição. A resposta correta ao cliente que não quer risco: (i) Primeiro: validar a preferência. 'Não querer risco' é frequentemente expressão de experiência de perda anterior, obrigações familiares relevantes, ou fase de vida que justifica conservadorismo. Não é irracionalidade; (ii) Segundo: distinguir 'não querer risco de mercado' de 'não querer nenhum risco'. Todo ativo tem r",adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0237,Harpian_JIM_N.docx,N3,N3.3. E se ele não confiar no modelo?,"Desconfiança em modelos quantitativos é uma postura intelectualmente saudável — não um obstáculo a ser superado por argumentação, mas um dado que revela como a conversa deve ser conduzida. O diagnóstico da desconfiança: (i) Desconfiança epistemológica: 'modelos falham — vi em 2008'. Resposta: o sistema TPT foi explicitamente desenhado para 2008. A questão não é 'o modelo falhará?' (todos falham eventualmente) mas 'como ele falha, com que frequência e com que custo?'; (ii) Desconfiança de incenti",behavioral_decision,B04: Thinking in Bets | B10: The Most Important Thing | B11: Antifragile,B05: The Mathematical Theory of Communication | B07: The Misbehavior of Markets,"Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress.","Evitar aconselhamento pessoal; reforçar processo decisório, probabilidades e adequação ao perfil."
JIM-LIT-0238,Harpian_JIM_N.docx,N3,N3.4. E se ele não quiser sair do mercado?,"Esta é a situação de maior risco comportamental: o cliente compreende a estratégia, aceita o produto, mas quando o SGA ativa a defesa e o mercado ainda está 'subindo' ou 'só corrigindo', ele questiona ou resiste à saída. Os casos: (i) Falso positivo visível: o SGA foi para defensivo mas o mercado continuou subindo por mais 5%. O cliente vê 5% de perda de oportunidade e questiona o sistema. Resposta necessária: 'Esse é o custo esperado do seguro. Em 78% dos casos quando o SGA ativa, uma queda sig",risk_number_suitability,B10: The Most Important Thing | B04: Thinking in Bets | B07: The Misbehavior of Markets,B11: Antifragile | B01: Quantitative Momentum,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas.",Não tratar Risk Number como recomendação; é linguagem de alinhamento de risco e deve exigir revisão humana/suitability.
JIM-LIT-0239,Harpian_JIM_N.docx,N3,N3.5. E se ele preferir simplicidade?,"A preferência por simplicidade é uma virtude, não uma deficiência — e merece ser respeitada com honestidade sobre o que a simplicidade custa e o que oferece. O argumento forte pela simplicidade: (i) Sistemas simples têm menos pontos de falha — menos variáveis para errar, menos parâmetros para deteriorar, menos camadas de custo; (ii) Simplicidade favorece a consistência comportamental: o investidor entende o que tem e por quê, reduzindo probabilidade de abandono em momentos adversos; (iii) A maio",adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0240,Harpian_JIM_N.docx,N3,N3.6. E se ele aceitar menor retorno?,"Aceitar menor retorno é uma preferência completamente válida — mas requer diagnóstico preciso para determinar se é uma preferência genuína e sustentável ou uma inconsistência oculta. Quando aceitar menor retorno é consistente: (i) O CAGR mínimo necessário para atingir o objetivo financeiro é atingível com a estratégia mais conservadora — o Return Gap é zero ou negativo. Nesse caso, assumir mais risco seria desnecessário e irracional; (ii) A fase de vida do investidor não mais requer crescimento ",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0241,Harpian_JIM_N.docx,N4,N4.1. E se o modelo parar de funcionar?,Que o modelo pode 'parar de funcionar' é uma das perguntas mais honestas que podem ser feitas sobre qualquer estratégia quantitativa — e a resposta exige integridade intelectual acima de defesa de produto. Como o modelo pode parar de funcionar: (i) Degradação gradual (mais provável): o alpha gerado pela estratégia se reduz progressivamente ao longo de anos conforme o prêmio de momentum é arbitrado por estratégias concorrentes. O CAGR vai de 39% → 25% → 15% → 10% ao longo de uma década sem que um,performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B01: Quantitative Momentum,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0242,Harpian_JIM_N.docx,N4,N4.2. E se houver erro de execução?,Erros de execução são riscos operacionais mensuráveis que todo sistema de gestão de portfólio enfrenta. Os tipos e mitigações no ecossistema Harpian: Tipos de erro de execução: (i) Erro de ativo: ordem executada no ativo errado (ex.: XLK quando deveria ser XLY). Consequência: posição incorreta por 1 ciclo mensal; erro detectado na reconciliação diária; (ii) Erro de tamanho: posição maior ou menor que o target. Consequência: risco ligeiramente diferente do planejado; detectado no mesmo dia; (iii),adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0243,Harpian_JIM_N.docx,N4,N4.3. E se houver mudança estrutural de mercado?,"Mudança estrutural de mercado é o risco de cauda mais subestimado em estratégias sistemáticas — é o risco de que o mercado do futuro seja qualitativamente diferente do mercado que o modelo aprendeu. Categorias de mudança estrutural relevante: (i) Dominância de IA em pricing: se algoritmos de machine learning com horizonte de milissegundos a dias dominarem o pricing de todos os ativos, os sinais de momentum mensais podem ser explorados antes que o sistema de baixa frequência possa agir. Evidência",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0244,Harpian_JIM_N.docx,N4,N4.4. E se houver erro no AlphaDroid?,"Erro no AlphaDroid pode ocorrer em múltiplos níveis: (i) Erro de dados: os dados de preço ou volume usados pelo algoritmo são incorretos — por falha do data provider, erro de ajuste de dividendos, ou evento corporativo não processado. Consequência: ranking de momentum calculado com dados errados, resultando em rotação para ativo incorreto; (ii) Erro de código/implementação: um bug na implementação dos filtros DEMA ou no cálculo do SGA produz sinais incorretos sistematicamente. Esse tipo de erro ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0245,Harpian_JIM_N.docx,N4,N4.5. E se houver falha operacional?,"Falha operacional abrange riscos de infraestrutura e processo que afetam a capacidade da Harpian de operar o portfólio conforme planejado: (i) Falha de tecnologia: sistema de rebalanceamento inoperante no dia de execução. Mitigação: backups do sistema, procedimento de contingência para execução manual se necessário, SLA com IBKR para execução de emergência; (ii) Falha de conectividade: perda de acesso ao AlphaDroid (SumGrowth) no momento do rebalanceamento. Mitigação: protocolo de comunicação de",adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0246,Harpian_JIM_N.docx,N4,N4.6. E se houver problema regulatório?,"O risco regulatório é o mais difícil de modelar quantitativamente — por natureza, é binário, não-linear e frequentemente sem aviso prévio. Categorias de risco regulatório: (i) Mudança na regulação do produto (Irlanda/Áustria): a FMA (regulador austríaco) ou o Central Bank of Ireland podem impor requisitos adicionais ao ETP — ex.: requisitos de capital, restrições de ativos subjacentes, obrigações de disclosure. Mitigação: Lynk Capital como Programme Administrator mantém compliance proativo com e",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B11: Antifragile,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0247,Harpian_JIM_v2.docx,A1,A1. O que significa o StormGuard estar positivo?,"O StormGuard-Armor (SGA) positivo indica que o índice composto de saúde estrutural do mercado está acima do limiar de referência (0%), sinalizando que os três componentes de análise — tendência de preço filtrada, momentum de volume institucional e sentimento de amplitude (novas máximas/mínimas) — convergem para uma leitura de regime favorável (risk-on). Na terminologia da TPT, um SGA positivo corresponde ao Estado 1 (Bull Trend) ou ao Estado 2 (Bull Correction), onde a estrutura de mercado supor",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
